temp_avr,temp_max,temp_min,pres,u,v,prec,datetime,Budateteny,Csepel,Erzsebet,Gergely,Gilice,Honved,Kaposztas,Korakas,Kosztolanyi,Pesthidegkut,Szena,Teleki
6.737500000000001,10.5,4.7,1009.4004799887498,2.424139669376477,1.2003329448833642,0.0,2013-02-01,17.0,17.0,23.0,16.0,16.0,17.0,14.0,13.0,22.0,12.0,25.0,12.0
5.700000000000001,6.8,4.4,994.5945524278571,1.1194906680850936,0.8007311968433269,12.0,2013-02-02,16.0,18.0,25.0,16.0,19.0,22.0,19.0,18.0,25.0,15.0,22.0,15.0
1.7749999999999995,4.3,0.7,1006.73403218875,3.0418003167990086,-3.6506459294634808,3.0,2013-02-03,8.0,9.0,14.0,9.0,9.0,9.0,7.0,9.0,11.0,9.0,9.0,6.0
0.6624999999999998,3.0,-2.1,1014.516726705,2.005278539421152,1.3123688900376866,0.0,2013-02-04,17.0,18.0,31.0,16.0,20.0,17.0,14.0,15.0,22.0,11.0,22.0,15.0
2.9749999999999996,6.3,0.5,1009.9504348475001,0.17677669529663664,1.9922698521455544,0.7,2013-02-05,28.0,29.0,35.0,23.0,28.0,27.0,26.0,23.0,34.0,17.0,32.0,25.0
2.6999999999999997,3.6,1.6,1000.0512473899997,-0.15774657842445855,-0.6601630709590065,7.0,2013-02-06,25.0,32.0,32.0,24.0,30.0,27.0,24.0,25.0,32.0,17.0,26.0,24.0
0.5249999999999999,1.3,-0.3,1001.2094856531252,2.2562787469296084,-1.4467064280790984,12.0,2013-02-07,14.0,19.0,23.0,17.0,21.0,18.0,15.0,18.0,22.0,17.0,21.0,7.0
-0.36249999999999993,3.1,-3.3,1009.0505087149998,1.2644967256543178,-2.3557500862149356,0.0,2013-02-08,19.0,27.0,34.0,23.0,31.0,23.0,24.0,26.0,29.0,21.0,29.0,22.0
-2.2874999999999996,0.6,-4.4,1013.3168251949999,2.3920817110336085e-16,-1.3559698831278215,0.7,2013-02-09,28.0,37.0,39.0,28.0,40.0,32.0,32.0,30.0,35.0,28.0,29.0,31.0
-2.0375,-1.0,-3.3,1012.458562309375,0.47632084260013874,-1.0136402692285027,6.0,2013-02-10,26.0,30.0,32.0,26.0,33.0,26.0,21.0,25.0,34.0,26.0,27.0,24.0
-3.5125,-1.5,-4.6,1014.4500655100002,-1.7263208426001386,0.5439703551184133,0.1,2013-02-11,38.0,41.0,50.0,39.0,47.0,41.0,40.0,40.0,54.0,40.0,46.0,41.0
-0.5374999999999999,2.2,-4.1,1011.40031583875,-3.75,-2.2962127484012875e-16,1.0,2013-02-12,30.0,30.0,39.0,27.0,36.0,31.0,28.0,27.0,41.0,32.0,38.0,29.0
3.4999999999999996,5.2,1.9,1014.7083776406248,-0.9009878977167742,-1.5735596338923312,2.0,2013-02-13,30.0,37.0,38.0,31.0,36.0,34.0,30.0,35.0,38.0,33.0,37.0,33.0
2.75,3.5,2.2,1019.4996510312502,-0.06764951251827453,-1.481230019993012,3.0,2013-02-14,44.0,53.0,59.0,52.0,59.0,55.0,56.0,49.0,67.0,53.0,56.0,53.0
4.0874999999999995,6.5,2.3,1018.7330472887498,0.23096988312782168,-0.8076106243469159,0.0,2013-02-15,42.0,54.25,53.0,40.0,52.0,46.0,43.0,44.0,64.0,46.0,55.0,44.0
3.3375,6.6,1.1,1021.2661726987501,1.151265911825776,-1.6924620119719724,0.0,2013-02-16,40.0,55.5,52.0,44.0,52.0,45.0,47.0,53.0,53.0,51.0,52.0,43.0
1.3250000000000002,2.8,-1.6,1022.7660495862497,-0.6921256827830049,-0.4555820074700948,0.0,2013-02-17,43.0,56.75,57.0,48.0,51.0,50.0,54.0,49.0,59.0,48.0,58.0,48.0
1.6375,3.8,0.0,1021.4411583356246,-0.22067085809127246,0.17677669529663692,0.0,2013-02-18,44.0,58.0,57.0,42.0,50.0,49.0,51.0,46.0,60.0,54.0,59.0,45.0
0.49999999999999983,4.1,-2.5,1015.73329351375,1.482754793709465,0.9901780892093641,0.0,2013-02-19,50.0,48.0,54.0,56.0,62.0,42.0,47.0,47.0,60.0,33.0,48.0,50.0
1.2625000000000002,3.9,-0.3,1015.3249936943748,2.451900878084284,-0.4899611118286412,1.0,2013-02-20,13.0,38.0,20.0,14.0,17.0,13.0,12.0,14.0,19.0,10.0,18.0,11.0
-1.2181818181818183,2.9,-4.4,1018.44973721,-0.6031399059046053,-0.8798424804263898,0.0,2013-02-21,20.0,28.0,30.0,22.0,27.0,22.0,24.0,23.0,31.0,24.0,29.0,21.0
-0.5250000000000001,0.5,-2.2,1010.2670755237499,-1.3261169114838245,-1.2024247078195542,7.0,2013-02-22,27.0,28.0,36.0,25.0,32.0,29.0,26.0,26.0,37.0,23.0,33.0,27.0
2.425,4.9,0.5,1008.3005702712497,-3.048879532511287,0.3826834323650896,5.0,2013-02-23,22.0,25.0,29.0,17.0,25.0,25.0,21.0,18.0,27.0,20.0,31.0,20.0
5.9625,7.0,5.1,1011.3003240462498,-3.4632440065864847,0.8132022937758157,5.0,2013-02-24,12.0,13.0,17.0,11.0,15.0,16.0,11.0,11.0,16.0,20.0,16.0,10.0
7.5375000000000005,9.6,5.9,1018.2330883262499,-2.038732892122293,0.7069076810496359,6.0,2013-02-25,15.0,15.0,25.0,14.0,18.0,18.0,17.0,14.0,26.0,20.0,29.0,17.0
8.575,10.9,6.2,1020.249589475,-0.311291753732726,-0.02538787565772689,0.0,2013-02-26,21.0,21.0,33.0,20.0,25.0,27.0,22.0,22.0,34.0,24.0,38.0,22.0
6.812499999999999,9.3,4.4,1023.5326533287499,0.15302134557299782,-0.7692902537373688,1.0,2013-02-27,31.0,35.0,45.0,29.0,34.0,35.0,33.0,32.0,45.0,41.0,43.0,30.0
6.2749999999999995,10.5,3.2,1026.03244814125,0.3806499845088661,0.5439703551184133,0.0,2013-02-28,42.0,43.0,50.0,36.0,45.0,37.0,46.0,36.0,53.0,43.0,52.0,36.0
2.375,4.4,-0.6,1019.4829857324999,2.124628554912286,-0.5622926977139089,0.0,2013-03-01,28.0,31.0,49.0,34.0,34.0,39.0,36.0,38.0,48.0,33.0,45.0,36.0
3.9375,7.8,1.0,1020.69955254125,1.542738751106461,-1.3054542686775583,0.0,2013-03-02,16.0,20.0,21.0,16.0,22.0,14.0,15.0,15.0,22.0,17.0,21.0,13.0
3.2125,8.7,-2.6,1019.1663450562498,3.097051290745891,-0.7569756580884075,0.0,2013-03-03,20.0,21.0,27.0,22.0,25.0,21.0,20.0,19.0,27.0,17.0,27.0,19.0
3.2624999999999997,8.5,-1.4,1024.58256715,1.1611640149401894,0.26214852835136004,0.0,2013-03-04,27.0,47.0,34.0,36.0,46.0,31.0,34.0,34.0,46.0,33.0,32.0,34.0
4.3125,10.9,-2.2,1026.06577873875,-2.085043547451476,0.9672067060861851,0.0,2013-03-05,35.0,56.0,53.0,43.0,45.0,41.0,48.0,36.0,63.0,36.0,49.0,48.0
6.612500000000001,11.6,0.7,1016.1499259824999,-1.8383883476483185,0.3383883476483183,0.0,2013-03-06,41.0,49.0,67.0,45.0,50.0,56.0,55.0,48.0,78.0,61.0,69.0,54.0
9.85,12.4,7.5,1007.4839706324999,-1.6851363420445515,1.502785854562826,0.2,2013-03-07,32.0,35.0,56.0,32.0,42.0,49.0,49.0,37.0,54.0,32.0,55.0,39.0
10.5125,15.1,7.1,1004.06758438875,-1.375,0.12499999999999992,3.0,2013-03-08,33.0,32.0,52.0,28.0,44.0,45.0,38.0,42.0,57.0,44.0,51.0,41.0
10.274999999999999,13.5,8.1,1002.3343933187498,-0.12894126625100064,-0.41726163686054774,0.1,2013-03-09,31.0,34.0,45.0,28.0,45.0,42.0,30.0,35.0,46.0,34.0,47.0,34.0
10.1,12.3,8.8,999.8179332074999,0.3193582307761401,-0.40288056051605253,2.0,2013-03-10,32.0,39.0,46.0,30.0,49.0,39.0,35.0,40.0,48.0,33.0,42.0,34.0
9.475,14.7,4.5,999.451296635,1.0927305358214547,-0.879201403116191,0.2,2013-03-11,13.0,18.0,22.0,15.0,19.0,14.0,12.0,16.0,21.0,12.0,23.0,13.0
8.4375,12.5,3.6,1000.1345738837499,-0.7542014031161912,0.6865518905979164,0.0,2013-03-12,19.0,24.0,33.0,18.0,28.0,24.0,21.0,24.0,32.0,22.0,31.0,25.0
8.4125,11.1,6.9,997.8680932537497,0.43629175373272616,0.16595384052481799,2.0,2013-03-13,26.0,31.0,42.0,27.0,37.0,29.0,35.0,41.0,40.0,40.0,39.0,33.0
3.2125000000000004,7.4,-1.6,994.518368205,-0.053268436173778855,-3.1565149744125067,19.0,2013-03-14,31.0,30.0,40.0,30.0,29.0,34.0,26.0,31.0,40.0,32.0,37.5,30.0
-2.625,-1.3,-4.3,1001.2511489,2.949087658221366,-4.369727421105133,4.0,2013-03-15,18.0,19.0,26.0,26.0,22.0,20.0,16.0,29.0,41.0,18.0,36.0,23.0
-1.3,1.3,-3.9,1018.4164066125002,1.9280708089823206,-2.208967884091968,0.0,2013-03-16,16.0,24.0,23.0,20.0,35.0,18.0,18.0,21.0,25.0,20.0,34.5,17.0
-2.2,1.6,-6.7,1020.84954023,-2.6336197836131054,1.6806712460582809,0.0,2013-03-17,31.0,35.0,39.0,32.0,38.0,32.0,41.0,32.0,42.0,25.0,33.0,35.0
0.8625,3.2,-1.7,1007.4339747362499,-3.9143644740751977,0.4305188614107258,5.0,2013-03-18,22.0,23.0,35.0,21.0,27.0,25.0,22.0,22.0,35.0,16.0,35.0,25.0
6.2,10.3,3.2,998.5513705024999,2.6195420036182675,-0.6291430880362254,10.0,2013-03-19,14.0,12.0,19.0,13.0,14.0,12.0,11.0,12.0,17.0,7.0,22.0,11.0
8.100000000000001,13.8,2.1,1007.73395011375,0.533671330081864,1.427113024485605,0.0,2013-03-20,18.0,22.0,29.0,21.0,23.0,21.0,24.0,17.0,36.0,16.0,33.0,20.0
6.225,8.5,2.8,1007.8839378025,2.0142266086375047,-3.737773196265426,11.0,2013-03-21,9.0,15.0,21.0,12.0,17.0,16.0,16.0,16.0,18.0,12.0,14.0,12.0
2.5250000000000004,5.4,0.3,1010.66704269375,4.699147446246786,-4.969745496319883,0.0,2013-03-22,27.0,27.0,37.0,28.0,31.0,28.0,25.0,25.0,38.0,29.0,33.0,26.0
-1.0375,0.6,-3.4,1018.4164066124999,-0.930978098412828,0.40138881963890993,0.0,2013-03-23,34.0,41.0,42.0,35.0,43.0,37.0,44.0,40.0,46.0,43.0,42.0,37.0
-2.4124999999999996,0.6,-5.8,1021.5494827775,-2.8369397662556435,-1.751152367829382e-16,0.0,2013-03-24,14.0,15.0,20.0,14.0,15.0,15.0,15.0,11.0,22.0,18.0,19.0,14.0
-1.0250000000000001,1.4,-1.9,1013.7667882612499,-3.337720176851215,-1.2553279765588208,4.0,2013-03-25,15.0,16.0,25.0,15.0,20.0,18.0,15.0,14.0,25.0,16.0,20.0,17.0
-1.5375,-0.1,-2.8,1006.7506974874999,-0.36811841147918145,-1.8887164615522805,7.0,2013-03-26,17.0,21.0,23.0,19.0,23.0,16.0,16.0,17.0,23.0,16.0,20.0,17.0
-1.1625,0.2,-2.7,1011.2169975525001,-0.449224248684546,-1.3345232737210957,5.0,2013-03-27,27.0,28.0,29.0,22.0,29.0,22.0,22.0,24.0,32.0,24.0,27.0,23.0
0.625,2.9,-1.1,1016.8998644262498,-0.6487553497236391,1.0641853605131872,0.1,2013-03-28,38.0,40.0,46.0,34.0,42.0,33.0,37.0,36.0,48.0,31.0,43.0,36.0
1.6250000000000002,2.6,1.0,1010.6337120962498,-1.880649984508866,-0.6576703861006811,12.0,2013-03-29,30.0,35.0,40.0,31.0,39.0,33.0,30.0,35.0,40.0,30.0,37.0,32.0
4.0375000000000005,6.9,1.0,1005.7674448612499,-1.4788135274584642,-0.5462029031115485,0.1,2013-03-30,25.0,27.0,37.0,22.0,31.0,30.0,24.0,25.0,33.0,26.0,42.0,26.0
5.4875,8.3,1.0,998.8346805812498,0.22171496155692283,-0.7851809482028183,15.0,2013-03-31,15.0,16.0,22.0,17.0,19.0,14.0,15.0,17.0,18.0,12.0,15.0,13.0
3.0250000000000004,6.9,0.4,1009.1005046112498,3.3966385975338595,-1.3790201802230915,0.0,2013-04-01,20.0,20.0,22.0,19.0,23.0,19.0,18.0,19.0,24.0,22.0,24.0,18.0
3.8375000000000004,6.7,1.4,1008.8505251299999,-2.4966120403186904,-1.5642615528369652,4.0,2013-04-02,21.0,24.0,34.0,23.0,29.0,27.0,23.0,25.0,32.0,21.0,32.0,27.0
5.137499999999999,6.7,4.1,1004.8841840274999,0.5305140304313236,-1.837864517913049,16.0,2013-04-03,19.0,20.0,25.0,19.0,24.0,21.0,19.0,21.0,23.0,17.0,23.0,17.0
4.5625,6.4,2.9,1009.5004717812499,1.8484236798147884,-0.5731003968902293,0.4,2013-04-04,33.0,31.0,43.0,30.0,35.0,29.0,28.0,32.0,39.0,29.0,41.0,29.0
4.5375000000000005,6.1,2.3,1007.25065645,-1.9924537966869666,-0.34474610643386716,3.0,2013-04-05,31.0,33.0,44.0,28.0,36.0,35.0,30.0,33.0,47.0,32.0,43.0,33.0
6.612500000000001,9.3,4.7,1011.26699344875,1.8981848044990128,-1.965834317017288,1.0,2013-04-06,27.0,28.0,36.0,28.0,33.0,29.0,26.0,29.0,34.0,29.0,37.0,26.0
5.262499999999999,7.7,3.8,1015.8332853062499,0.19599075671022806,-0.594746106433867,0.1,2013-04-07,31.0,36.0,41.0,32.0,36.0,28.5,30.0,32.0,42.0,31.0,40.0,31.0
6.15,9.8,3.0,1012.3169072699999,-0.21115579965518338,0.9804460533925521,0.0,2013-04-08,31.0,32.0,36.0,30.0,35.0,28.0,29.0,26.0,39.0,30.0,38.0,30.0
7.625,10.9,5.3,1009.40047998875,-1.357754793709465,1.2695072311180917,0.0,2013-04-09,25.0,26.0,42.0,27.0,32.0,32.0,30.0,30.0,42.0,30.0,44.0,29.0
9.6875,14.5,7.0,1010.2337449262499,0.11496111182864119,-0.7399611118286414,0.7,2013-04-10,23.0,27.0,36.0,24.0,28.0,22.0,22.0,21.0,38.0,23.0,38.0,22.0
11.924999999999999,17.4,4.5,1012.90019272625,0.5110246765570429,1.881170258239247,0.1,2013-04-11,18.0,16.0,30.0,17.0,19.0,31.0,22.0,18.0,28.0,13.0,36.0,22.0
13.5625,17.6,10.1,1009.0005128187498,1.0048014251752384,1.893058649725417,2.0,2013-04-12,15.0,15.0,28.0,16.0,21.0,25.0,16.0,18.0,27.0,14.0,24.0,16.0
11.975,16.8,7.4,1017.8997823512499,2.0189188086496546,-0.9859120933600056,4.0,2013-04-13,12.0,10.0,15.0,9.0,15.0,11.0,9.0,12.0,15.0,9.0,19.0,8.0
11.950000000000001,16.5,5.5,1026.69906009125,0.37632567357954116,-1.8118120274631069,0.0,2013-04-14,11.0,16.0,20.0,14.0,20.0,11.0,20.0,19.0,23.0,10.0,20.0,15.0
11.5875,17.3,6.2,1027.36567204125,-1.101580979465329,-0.09605390276959683,0.0,2013-04-15,17.0,22.0,27.0,20.0,21.0,18.0,20.0,20.0,32.0,19.0,29.0,21.0
13.187499999999998,20.1,5.8,1025.4824932825,-0.8400970659061838,-0.15990293409381606,0.0,2013-04-16,21.0,28.0,33.0,21.0,22.0,28.0,23.0,21.0,33.0,18.0,28.0,24.0
14.8625,20.4,7.9,1023.9492857975,-0.17677669529663684,-0.1767766952966368,0.0,2013-04-17,27.0,37.0,39.0,31.0,32.0,29.5,30.0,25.0,46.0,20.0,37.0,29.0
16.7125,23.2,9.0,1020.8328749312499,0.36083590103622776,0.4746883166660509,0.0,2013-04-18,28.0,38.0,41.0,31.0,31.0,31.0,34.0,31.0,46.0,24.0,33.0,41.0
17.0625,23.6,9.3,1018.2497536249998,-0.8965228017305039,-0.4245441473035019,0.0,2013-04-19,28.0,43.0,51.0,33.0,31.0,30.0,35.0,32.0,53.0,27.0,39.0,36.0
16.9375,23.8,10.6,1018.4497372100001,0.054193187831184875,-0.9180456034610079,0.0,2013-04-20,29.0,37.0,47.0,31.0,37.0,29.0,35.0,34.0,49.0,27.0,37.0,33.0
16.575,21.9,11.9,1017.7497946624999,-2.0488795325112865,-1.0,0.0,2013-04-21,30.0,35.0,46.0,33.0,36.0,31.0,41.0,32.0,45.0,33.0,40.0,33.0
17.124999999999996,23.1,11.0,1014.9000285762498,-2.119686344680102,-0.1397641210228196,0.0,2013-04-22,24.0,31.0,39.0,26.0,29.0,30.0,22.0,29.0,40.0,30.0,39.0,29.0
16.724999999999998,22.5,10.5,1020.0162752924999,0.9461431413577832,1.2846722740630472,0.0,2013-04-23,25.0,29.0,51.0,29.0,31.0,30.051020408163264,33.0,30.0,42.0,30.0,39.0,25.0
17.775000000000002,24.4,10.4,1025.78246866,1.5562382352780184,1.1783625057413685,0.0,2013-04-24,18.0,25.0,37.0,26.0,26.0,30.102040816326532,26.0,24.0,31.0,24.0,34.0,21.0
18.7125,26.4,9.4,1023.4993227312499,1.1292014031161912,0.2830713080228166,0.0,2013-04-25,22.0,32.0,48.0,28.0,33.0,30.153061224489797,34.0,31.0,41.0,22.0,38.0,38.0
19.862499999999997,28.3,10.1,1014.9333591737499,0.06968296037449806,1.5735596338923314,0.0,2013-04-26,34.0,46.0,51.0,36.0,36.0,30.20408163265306,36.5,35.0,53.0,29.0,45.0,36.166666666666664
20.900000000000002,25.7,16.2,1007.03400756625,1.3956921196406873,2.426589194750335,0.0,2013-04-27,26.0,34.0,54.0,33.0,39.0,30.255102040816325,39.0,36.0,49.0,36.0,44.0,34.333333333333336
19.950000000000003,25.2,14.4,1011.1503363574999,1.5982727681126858,2.1955115594048786,0.5,2013-04-28,12.0,16.0,26.0,15.0,16.0,30.306122448979593,15.0,19.0,26.0,12.0,19.0,32.5
21.1,28.4,12.2,1017.4331539862499,0.8498291017229959,2.0530377761430105,0.0,2013-04-29,26.0,32.0,60.0,32.0,33.0,30.357142857142858,43.0,34.0,49.0,29.0,45.0,30.666666666666668
22.275000000000002,29.3,14.3,1017.83312115625,0.5137164615522802,0.8466718020724555,0.0,2013-04-30,38.0,47.0,66.0,46.0,49.0,30.408163265306122,51.0,43.0,46.25,42.0,53.0,28.833333333333336
22.3875,28.8,15.9,1018.0831006375,0.6594552966823239,0.7078145554632298,0.0,2013-05-01,42.0,52.0,70.0,51.0,55.0,30.459183673469386,59.0,55.0,43.5,51.0,61.0,27.0
21.474999999999998,27.9,15.7,1014.98335507,-1.8793853476576041,0.03419515981713353,0.0,2013-05-02,37.0,41.0,67.0,41.0,46.0,30.510204081632654,47.0,49.0,40.75,47.0,56.0,25.166666666666668
18.9625,22.7,16.0,1011.16700165625,1.14849165685356,-0.7018577185998175,2.0,2013-05-03,24.0,25.0,36.0,26.0,37.0,30.56122448979592,25.0,29.0,38.0,23.0,33.0,23.333333333333336
16.82857142857143,22.1,12.2,1015.6690130757142,2.6537918777316443,-1.368077592017358,0.0,2013-05-04,9.0,11.0,15.0,10.0,15.0,30.612244897959183,10.0,12.0,15.0,13.0,14.0,21.5
18.875,24.7,12.4,1020.1495976824998,-0.18011793948859006,-0.9538732892122292,0.0,2013-05-05,13.0,15.0,22.0,16.0,20.0,30.663265306122447,14.0,17.0,23.0,15.0,19.0,19.666666666666668
19.224999999999998,24.0,17.1,1018.9663614712499,-2.6063062123167895,-0.6811188834697735,24.0,2013-05-06,18.0,19.0,34.0,19.0,24.0,30.714285714285715,21.0,23.0,36.0,22.0,31.0,17.833333333333336
18.3125,21.5,14.9,1017.13317860875,-2.4798576309241147,0.6884013939127271,7.0,2013-05-07,15.0,16.0,28.0,15.0,20.0,30.76530612244898,16.0,19.0,31.0,15.0,34.0,16.0
19.1625,24.1,15.5,1016.58322375,-0.8440383321571847,0.06686554591781449,0.3,2013-05-08,25.0,24.0,37.0,26.0,30.0,30.816326530612244,25.0,31.0,41.0,21.0,37.0,27.0
19.5875,24.5,15.1,1017.0831827125,0.8433305578805022,0.8050101872709553,0.0,2013-05-09,26.0,28.0,44.0,29.0,32.0,30.867346938775512,30.0,28.0,41.0,26.0,41.0,24.0
19.875,25.3,13.0,1013.3834863899999,-1.4903620337507772,1.5418571589335233,0.0,2013-05-10,26.0,26.0,49.0,27.0,29.0,30.918367346938776,33.0,33.0,46.0,27.0,42.0,29.0
18.4875,23.0,15.3,1009.8837736524998,1.7563110432961924,-1.53694798154065,0.2,2013-05-11,13.0,14.0,26.0,17.0,22.0,30.96938775510204,20.0,21.0,25.0,14.0,21.0,22.0
14.9875,17.3,12.8,1008.2339090762499,3.1687081351937874,-3.1010586226755112,0.3,2013-05-12,7.0,7.0,14.0,8.0,11.0,31.020408163265305,8.0,9.0,14.0,7.0,13.0,4.0
13.5125,15.6,11.6,1012.5168908549999,3.903836261953332,-4.106784799508155,0.0,2013-05-13,9.0,11.0,19.0,11.0,12.0,31.071428571428573,11.0,11.0,24.0,12.0,19.0,11.0
13.4625,16.6,10.2,1013.6667964687499,0.4419417382415923,-1.3452232206797805,0.0,2013-05-14,13.0,10.0,18.0,11.0,14.0,31.122448979591837,10.0,13.0,19.0,12.0,16.0,19.0
16.4875,22.1,10.4,1010.7337038887499,-1.1977756672918711,0.37113492607277687,0.0,2013-05-15,18.0,19.0,31.0,18.0,20.0,31.1734693877551,18.0,19.0,28.0,17.0,30.0,32.0
18.474999999999998,24.3,11.1,1007.70061951625,-2.913732892122293,1.3622377669395465,0.0,2013-05-16,15.0,15.0,32.0,17.0,17.0,31.224489795918366,18.0,16.0,28.0,17.0,27.0,21.0
17.625,21.0,14.4,1005.7341142637499,-1.6348513876250572,0.7289543125154094,0.1,2013-05-17,19.0,19.0,39.0,19.0,23.0,31.275510204081634,22.0,23.0,36.0,21.0,35.0,30.0
17.3875,22.2,12.4,1012.3502378674998,1.4287785832590028,2.411316399587745,14.0,2013-05-18,13.0,12.0,22.0,11.0,13.0,31.3265306122449,12.0,14.0,20.0,13.0,18.0,28.5
20.150000000000002,27.1,11.6,1011.6002994237499,-1.42278871355628,1.761036276147653,0.0,2013-05-19,20.0,13.0,31.0,15.0,19.0,31.377551020408163,23.0,22.0,29.0,16.0,25.0,27.0
16.950000000000003,21.0,12.6,1013.0835110125,1.5920659210292398,1.262809587138686,2.0,2013-05-20,8.0,10.0,16.0,9.0,14.0,31.428571428571427,9.0,18.0,16.0,9.0,12.0,25.5
16.3375,20.9,11.7,1012.783535635,1.93781297144429,1.849565408852917,0.0,2013-05-21,11.0,10.0,20.0,12.0,14.0,31.479591836734695,12.0,16.714285714285715,17.0,9.0,17.0,24.0
14.975,18.1,11.7,1007.2339911512499,0.18498395739699608,1.5335305450249188,0.3,2013-05-22,12.0,14.0,21.0,13.0,15.0,31.53061224489796,14.0,15.428571428571429,19.0,11.0,21.0,22.5
14.0625,17.1,11.3,1003.5009642312499,1.4433436041449115,-2.984539704291108,0.0,2013-05-23,11.0,11.0,18.0,11.0,14.0,31.581632653061224,11.0,14.142857142857142,18.0,11.0,17.0,21.0
14.325000000000001,17.6,10.9,1004.8341881312499,1.2282135053994168,-0.42663591023969166,0.0,2013-05-24,18.0,18.0,29.0,22.0,24.0,31.632653061224488,21.0,12.857142857142858,28.0,19.0,28.0,19.5
13.862499999999999,16.6,10.8,1007.6672889187499,1.4020965939155923,-0.040552918602682,0.1,2013-05-25,16.0,16.0,23.0,17.0,20.0,31.683673469387756,17.0,11.571428571428571,22.0,15.0,24.0,18.0
12.837499999999999,15.9,11.4,1007.26732174875,0.6054460533925519,-0.7877965408742775,0.0,2013-05-26,10.0,15.0,17.0,10.0,13.0,31.73469387755102,12.0,10.285714285714285,14.0,9.0,16.0,16.5
11.3125,14.5,7.1,1009.8504430549999,2.165181473514968,-0.5376125963328645,0.1,2013-05-27,8.0,5.0,11.0,7.0,9.0,31.785714285714285,4.0,9.0,10.0,4.0,10.0,15.0
14.225,19.3,8.8,1008.2505743749998,0.16221167441072865,2.0084028062323824,0.0,2013-05-28,12.0,10.0,26.0,12.0,14.0,31.836734693877553,13.0,14.0,18.0,11.0,22.0,13.5
17.925,24.3,10.3,1003.30098064625,-2.011299969017732,0.6260009439811831,0.0,2013-05-29,20.0,20.0,40.0,19.0,21.0,31.887755102040817,22.0,24.0,35.0,21.0,33.0,12.0
15.3125,18.1,11.5,1000.384553365,1.1524329231045605,0.6992242486845461,10.0,2013-05-30,14.0,14.0,29.0,18.0,21.0,31.93877551020408,15.0,21.0,25.0,11.0,26.0,10.5
13.5375,18.3,9.6,1001.66778136875,0.8100601497207737,2.132434895090509,0.9,2013-05-31,9.0,8.0,18.0,8.0,11.0,31.989795918367346,9.0,12.0,14.0,8.0,17.0,9.0
13.049999999999999,17.6,8.4,1005.0008411187499,0.6116198676366877,0.7466587558080467,0.0,2013-06-01,11.0,12.0,20.0,11.0,14.0,32.04081632653061,10.0,15.0,15.0,8.0,16.0,14.0
15.087499999999999,19.4,9.5,1008.2172437775,0.06935823077614012,-0.08838834764831852,0.1,2013-06-02,10.0,9.0,17.0,10.0,14.0,32.09183673469388,10.0,15.0,16.0,9.0,14.0,17.0
13.5125,16.1,11.8,1012.5502214524998,4.268439611344306,-3.32134643608846,0.0,2013-06-03,6.0,9.0,13.0,8.0,10.0,32.142857142857146,7.0,9.0,14.0,10.0,13.0,14.0
14.662500000000001,19.1,11.6,1012.00026659375,1.9265460352658679,-1.8897935978572409,4.0,2013-06-04,10.0,9.0,16.0,10.0,14.0,32.19387755102041,9.0,13.0,16.0,10.0,16.0,25.0
15.5625,18.2,12.6,1015.3833222400001,0.3059019060890503,0.11640969322131613,4.0,2013-06-05,12.0,15.0,24.0,13.0,20.0,32.244897959183675,12.0,20.0,26.0,12.0,23.0,26.0
16.8,20.6,13.0,1017.8664517537499,-0.14481408347263822,-1.1831344540821855,3.0,2013-06-06,15.0,14.0,29.0,14.0,22.0,32.29591836734694,15.0,22.0,26.0,14.0,28.0,27.0
19.775000000000002,25.1,15.1,1016.49989725625,0.375400921922136,-2.1562979970317837,0.0,2013-06-07,15.0,13.0,25.0,15.0,18.0,32.3469387755102,16.0,24.0,25.0,16.0,22.0,18.0
20.4875,25.5,16.3,1014.0834289374999,2.114525954877319e-16,-1.5869397662556435,0.8,2013-06-08,16.0,12.0,32.0,15.0,21.0,32.39795918367347,16.0,20.0,29.0,13.0,23.333333333333332,28.0
21.725,27.1,14.3,1010.8170303825,0.31240044993154403,1.5042014031161912,0.0,2013-06-09,17.0,11.0,33.0,19.0,22.0,32.44897959183673,17.0,20.0,33.0,13.0,24.666666666666668,26.0
20.400000000000002,26.2,15.3,1007.80061130875,-0.3266407412190943,1.4111640149401896,4.0,2013-06-10,15.0,10.0,29.0,16.0,22.0,32.5,19.0,23.0,25.0,13.0,26.0,23.0
17.3375,21.2,13.8,1009.9004389512498,1.1738363730268193,-0.626784910581643,0.0,2013-06-11,11.0,9.0,24.0,12.0,17.0,32.55102040816327,14.0,17.0,21.0,10.0,22.0,14.0
18.675,23.9,12.3,1015.06668156375,0.20590673706845264,-2.5245357603192105,0.0,2013-06-12,12.0,8.0,15.0,9.0,11.0,32.60204081632653,8.0,10.0,15.0,9.0,13.0,12.0
21.55,27.2,15.2,1017.89978235125,-0.06857426417567962,-2.1171936598217767,0.0,2013-06-13,12.0,10.0,20.0,12.0,15.0,32.6530612244898,12.0,12.0,19.0,9.0,18.0,18.0
22.824999999999996,27.9,15.5,1016.06659948875,0.9799222236572822,-1.2299222236572827,0.0,2013-06-14,19.0,19.0,29.0,18.0,21.0,32.704081632653065,17.0,22.0,28.0,14.0,28.0,28.0
23.8125,29.5,16.5,1015.2999957462498,1.0192902537373687,-0.19264951251827467,0.0,2013-06-15,17.0,19.0,30.0,18.0,25.0,32.755102040816325,20.0,26.0,27.0,16.0,26.0,26.0
