temp_avr,temp_max,temp_min,pres,u,v,prec,datetime,Budateteny,Csepel,Erzsebet,Gergely,Gilice,Honved,Kaposztas,Korakas,Kosztolanyi,Pesthidegkut,Szena,Teleki
7.658333333333334,13.0,2.4,1018.2053128283336,1.3338502315153284,-1.5311657545889934,0.0,2015-03-11,40.0,49.0,61.0,39.83050847457627,69.0,53.0,45.0,42.0,50.0,48.0,81.0,46.0
5.858333333333332,7.7,4.8,1019.7607407116662,2.5702118514665657,-3.2467069766493104,2.0,2015-03-12,18.0,17.0,39.0,39.610169491525426,20.0,23.0,18.0,17.0,22.0,17.0,36.0,14.0
6.199999999999999,8.6,4.2,1018.855259479583,1.0835550844603636,-1.8306100861065937,0.5,2015-03-13,22.0,24.0,47.0,39.389830508474574,26.0,29.0,21.0,23.0,28.0,23.0,38.0,21.0
5.312500000000001,6.7,3.5,1022.8660413787501,0.061353068579863605,0.5949051445158383,0.4,2015-03-14,39.0,35.0,56.0,39.16949152542373,43.0,46.0,34.0,38.0,43.0,36.0,40.0,31.0
7.6833333333333345,11.7,4.1,1031.4486702349998,-3.076989961042607,-0.03189028603042434,0.0,2015-03-15,30.0,27.0,37.0,38.949152542372886,32.0,31.0,25.0,25.0,33.0,36.0,42.0,23.0
9.933333333333332,14.2,7.0,1033.8373630558328,-2.7831813252014057,0.41595384052481776,0.0,2015-03-16,35.0,33.0,42.0,38.728813559322035,31.0,38.0,32.0,28.0,39.0,29.0,44.0,34.0
9.158333333333333,14.8,3.6,1032.7041227408329,-1.9859866093670024,-1.0442435954811076,0.0,2015-03-17,45.0,44.0,61.0,38.50847457627118,50.0,52.0,47.0,39.0,56.0,47.0,65.0,51.0
7.237500000000001,11.4,3.4,1027.7600841116664,-2.7314144555162425,-1.0117368083457465,0.0,2015-03-18,23.0,28.0,30.0,38.28813559322034,28.0,28.0,28.0,23.0,29.0,29.0,40.0,26.0
6.870833333333333,12.1,1.5,1025.338060693333,-1.4916229017341915,-1.2117711154251574,0.0,2015-03-19,27.0,28.0,39.0,38.067796610169495,34.0,33.0,29.0,22.0,34.0,34.0,53.0,29.0
5.979166666666667,11.2,0.8,1025.638036070833,-0.3049433295768337,0.13296537826019475,0.0,2015-03-20,29.0,44.0,40.0,37.847457627118644,32.0,34.0,39.0,32.0,42.0,36.0,45.0,32.0
7.454166666666665,15.6,-1.0,1017.849786455,-0.6916538332652166,2.2142036707713078,0.0,2015-03-21,46.0,49.0,61.0,37.62711864406779,51.0,52.0,50.0,37.0,58.0,38.0,61.0,42.0
8.166666666666668,14.6,2.2,1017.4442641854167,-1.3588802470730315,0.43558735500442936,0.0,2015-03-22,39.0,35.0,60.0,37.40677966101695,48.0,54.0,41.0,36.0,55.0,42.0,69.0,40.0
5.716666666666668,12.5,-0.7,1020.3384710683337,-0.09540357680984861,0.10774110156778775,0.0,2015-03-23,40.0,50.0,50.0,37.186440677966104,38.0,44.0,43.0,37.0,50.0,31.0,42.0,35.0
8.770833333333334,15.9,1.5,1015.7221833145836,-1.808636965769358,1.5743207865844167,0.0,2015-03-24,52.0,51.0,63.0,36.96610169491525,58.0,61.0,56.0,49.0,71.0,47.0,67.0,56.0
11.037500000000001,16.4,5.6,1011.8169483075,-2.993670319850951,0.6149108079279401,0.0,2015-03-25,39.0,37.0,58.0,36.74576271186441,43.0,54.0,43.0,37.0,53.0,47.0,64.0,48.0
13.25,18.7,8.2,1009.3449289929167,-2.438895362985744,0.3230187364669985,0.1,2015-03-26,28.0,29.0,44.0,36.525423728813564,29.0,38.0,34.0,31.0,40.0,27.0,43.0,31.0
10.575000000000001,12.5,8.4,1008.0450356904167,2.8405646421511137,-3.5571429289698204,0.0,2015-03-27,25.0,26.0,53.0,36.30508474576271,35.0,41.0,25.0,27.0,34.0,29.0,36.333333333333336,28.0
9.308333333333332,12.0,7.3,1013.3168251950001,3.7355382546875417,-3.8933871172301817,3.0,2015-03-28,13.0,14.0,25.0,36.08474576271186,12.0,20.0,12.0,13.0,15.0,14.0,29.666666666666664,10.0
8.608333333333333,13.0,3.5,1010.3559571170831,2.0017439413105986,-0.6529892946973229,0.0,2015-03-29,22.0,20.0,26.0,35.86440677966102,17.0,23.0,16.0,18.0,20.0,16.0,23.0,13.0
8.766666666666666,11.8,6.2,1002.6788094929165,1.7561101287270722,-0.08030629877511905,4.0,2015-03-30,23.0,14.0,28.0,35.64406779661017,16.0,22.0,15.0,17.0,19.0,11.0,24.0,15.0
8.041666666666666,13.4,3.7,1005.4285837866665,2.555197720223712,1.2608868508141968,1.0,2015-03-31,12.0,10.0,18.0,35.42372881355932,10.0,14.0,9.0,9.0,11.0,8.0,29.0,11.0
6.999999999999999,9.6,3.2,1009.4838064825,5.707061168238006,-2.153074167750684,2.0,2015-04-01,8.0,5.0,15.0,35.20338983050847,9.0,11.0,7.0,8.0,9.0,7.0,25.0,9.0
5.583333333333332,9.9,2.4,1011.1892220545833,4.674069330424998,-0.0862935849449575,0.5,2015-04-02,8.0,6.0,13.0,34.983050847457626,7.0,9.0,7.0,8.0,8.0,4.0,18.0,7.0
5.1499999999999995,8.7,2.3,1015.7721792108333,4.198971461051932,-2.9170637315502304,0.1,2015-04-03,16.0,8.0,17.0,34.76271186440678,12.0,12.0,9.0,10.0,12.0,8.0,20.0,8.0
5.325000000000001,9.7,-0.7,1014.2278615266669,1.204688612335219,-0.7787174145500981,0.0,2015-04-04,25.0,18.0,21.0,34.54237288135593,17.0,16.0,16.0,17.0,16.0,11.0,21.0,12.0
5.854166666666667,10.2,0.9,1015.9777178954167,-1.213151237554461,-1.8956751496129804,0.7,2015-04-05,13.0,12.0,20.0,34.32203389830509,15.0,14.0,12.0,13.0,14.0,15.0,20.0,13.0
4.900000000000001,7.5,1.5,1019.3385531433331,0.35945577890692376,-2.6983994104753974,0.0,2015-04-06,9.0,13.0,16.0,34.10169491525424,13.0,12.0,12.0,12.0,12.0,12.0,14.0,10.0
7.070833333333334,11.6,2.5,1025.53248917875,0.43675399050199953,-3.6322768618869983,0.0,2015-04-07,6.0,12.0,19.0,33.88135593220339,12.0,13.0,10.0,11.0,19.666666666666668,10.0,35.0,11.0
9.054166666666667,12.5,6.0,1024.9103180254167,1.2546856617783375,-2.0355827368879855,0.0,2015-04-08,15.0,13.0,25.0,33.66101694915254,15.0,19.0,13.0,14.0,27.333333333333336,13.0,36.0,13.0
10.491666666666667,16.6,3.6,1029.471054783333,-0.5868784514085058,-0.7518098170410847,0.0,2015-04-09,23.0,27.0,31.0,33.440677966101696,24.0,28.0,26.0,21.0,35.0,20.0,45.0,23.0
11.445833333333333,18.9,2.2,1027.487884232083,-0.33702766387900324,1.2541146908277943,0.0,2015-04-10,33.0,39.0,46.0,33.22033898305085,33.0,38.0,32.0,24.0,30.0,27.0,46.0,35.0
14.370833333333332,21.0,6.3,1022.2549804245832,-1.1123386528598072,0.625112109729656,0.0,2015-04-11,29.0,37.0,50.0,33.0,34.0,42.0,37.0,29.0,25.0,30.0,55.0,39.0
16.575,21.8,11.9,1025.5824850750002,2.6765631029559303,-2.2481161903401916,0.0,2015-04-12,16.0,19.0,25.0,18.0,28.0,25.0,26.0,22.0,20.0,23.0,69.0,25.0
15.179166666666665,21.7,7.6,1024.5381263533332,2.788195861227164,-1.4306509004821881,0.0,2015-04-13,17.0,20.0,32.0,20.0,22.0,25.0,21.0,20.0,23.0,15.0,78.0,25.0
11.520833333333336,14.5,7.0,1025.7991339587497,3.298409669835594,-2.0569356047906857,0.0,2015-04-14,14.0,14.0,23.0,12.0,16.0,18.0,13.0,12.0,25.75,16.0,55.0,12.0
15.741666666666669,23.1,7.0,1019.0496879649996,2.6553035031136885,0.6139860562705355,0.0,2015-04-15,20.0,21.0,28.0,23.0,27.0,23.0,22.0,23.0,28.5,18.0,58.0,21.0
18.633333333333336,27.2,8.5,1012.5335561537498,1.375650538822707,1.8839026367243144,0.0,2015-04-16,21.0,24.0,39.0,24.0,25.0,28.0,26.0,22.0,31.25,19.0,49.0,28.0
16.520833333333332,23.2,12.5,1009.3338187937502,1.9255594777795073,0.7100264797614134,1.0,2015-04-17,27.0,28.0,51.0,29.0,33.0,33.0,29.0,30.0,34.0,26.0,57.0,31.0
9.983333333333333,12.3,5.5,1015.7610690116666,2.1370553754915065,-3.155701638131612,2.0,2015-04-18,17.0,15.0,23.0,13.0,19.0,16.0,15.0,14.0,17.0,18.0,52.0,14.0
8.05,12.9,2.8,1021.0939646116663,1.3806078299028581,-1.1144677313997973,0.0,2015-04-19,13.0,16.0,19.0,14.0,14.0,13.0,14.0,15.0,21.2,11.0,32.0,12.0
11.429166666666665,16.5,4.0,1016.8387583308332,3.092683404097812,-2.5578827541221774,0.0,2015-04-20,13.0,15.0,23.0,15.0,22.0,20.0,17.0,16.0,25.4,21.0,62.0,18.0
12.499999999999998,18.2,7.0,1019.2218960520836,1.5922744709964112,-2.725433995190706,0.0,2015-04-21,25.0,26.0,38.0,23.0,33.0,32.0,27.0,25.0,29.6,33.0,92.0,29.0
13.216666666666663,19.6,6.9,1020.4273526616665,-0.4783943525113026,-0.021569730082818993,0.0,2015-04-22,21.0,23.0,34.0,21.0,27.0,28.0,25.0,23.0,33.8,21.0,44.0,27.0
14.137500000000001,21.8,5.8,1018.7608227866664,-1.2653997823688863,1.0629738892143692,0.0,2015-04-23,21.0,24.0,41.0,20.0,27.0,33.0,25.0,25.0,38.0,24.0,49.0,33.0
15.7125,22.6,9.2,1015.5721956258332,0.6625402705392903,0.5528748715308359,0.0,2015-04-24,22.0,29.0,42.0,23.0,30.0,30.666666666666668,29.0,26.0,37.0,23.0,63.0,34.0
15.754166666666668,22.6,7.2,1014.86669797875,-0.20562297674113958,2.0063675843970223,0.0,2015-04-25,20.0,25.0,44.0,24.0,29.0,28.333333333333332,32.0,26.0,27.0,18.0,41.0,31.0
15.699999999999998,22.0,9.6,1010.5503856024999,0.08189189635689154,0.9807183865391419,0.0,2015-04-26,21.0,24.0,38.0,20.0,22.0,26.0,24.0,23.0,30.0,18.0,36.0,27.0
17.65,24.9,9.3,1007.4173094375,-0.3331781617815658,2.395875156965996,0.0,2015-04-27,26.0,28.0,46.0,27.0,32.0,36.0,29.0,29.0,29.0,23.0,43.0,35.0
14.691666666666665,19.2,8.0,1005.0952778116666,0.5599662930161438,-1.001134584621895,0.8,2015-04-28,24.0,20.0,42.0,17.0,23.0,30.0,24.0,24.0,29.0,23.0,45.0,28.0
11.041666666666664,17.0,7.3,1016.2165871775001,2.1249647864388974,-2.6436110490790026,0.1,2015-04-29,15.0,13.0,22.0,11.0,16.0,21.0,13.0,15.0,16.0,14.0,90.0,15.0
12.216666666666667,17.8,4.8,1017.7942354591663,-0.7161892830591124,0.9457646575628075,0.0,2015-04-30,21.0,20.0,35.0,19.0,22.0,24.0,22.0,22.0,24.0,19.0,33.0,22.0
13.591666666666667,19.1,7.7,1010.5670509012499,1.0341120359400813,1.9870450016651195,1.0,2015-05-01,20.0,22.0,38.0,19.0,24.0,23.0,22.0,19.0,24.0,14.0,31.0,22.0
13.558333333333332,17.9,11.2,1008.58388035,1.8781698064572547,-0.6466264840466079,3.0,2015-05-02,17.0,13.0,31.0,13.0,13.0,19.0,15.0,18.0,16.0,12.0,25.0,14.0
11.975,16.3,6.0,1014.4278451116671,-0.5873203426016862,0.19947574527322573,0.0,2015-05-03,21.0,21.0,36.0,18.0,18.0,25.0,17.0,23.0,20.0,15.0,28.0,17.0
17.529166666666665,24.0,11.3,1013.3057149958335,-0.11605451431653258,-0.8128043311677792,0.3,2015-05-04,25.0,20.0,52.0,27.0,22.0,37.0,18.0,27.0,35.0,16.0,31.0,18.0
20.587499999999995,27.2,14.2,1011.6780708179168,-1.7971154584875537,1.4344529832454933,0.0,2015-05-05,22.0,17.0,41.0,19.0,19.0,41.0,20.0,21.0,37.0,16.0,34.0,26.0
20.50833333333333,27.7,15.5,1009.4282554866664,1.1355557863533539,-0.8719104652596851,2.0,2015-05-06,23.0,22.0,49.0,25.0,28.0,39.375,24.0,29.0,31.333333333333332,21.0,44.0,26.0
18.479166666666668,23.4,14.2,1015.7943996091666,2.5708511664798768,-2.885067670652635,0.3,2015-05-07,14.0,9.0,17.0,10.0,21.5,37.75,20.5,15.0,25.666666666666664,12.0,35.0,12.0
17.67083333333333,24.0,11.6,1018.0831006374998,-0.9621397736086591,-0.2138601971661067,0.0,2015-05-08,18.0,15.0,34.0,14.0,15.0,36.125,17.0,17.0,20.0,12.0,37.0,19.0
18.433333333333334,24.0,11.2,1016.6721053433333,0.34020530910563657,-1.084993937903921,0.0,2015-05-09,17.0,15.0,31.0,17.0,19.0,34.5,18.0,21.0,20.0,16.0,44.0,17.0
17.775,21.5,13.9,1020.0218303920834,3.357128476484686,-3.2443792889542276,0.0,2015-05-10,13.0,11.0,20.0,12.0,17.0,32.875,13.0,16.0,14.0,15.0,68.0,14.0
15.479166666666664,20.9,9.5,1025.7102523654166,-0.4841825385442293,-1.3590575381800283,0.0,2015-05-11,13.0,12.0,24.0,12.0,15.0,31.25,13.0,16.0,15.0,12.0,29.0,15.0
15.9625,22.9,7.5,1025.1436322079167,-0.14269483054412233,1.1604608015468558,0.0,2015-05-12,16.0,18.0,36.0,18.0,19.0,29.625,19.0,20.0,23.0,15.0,30.0,22.0
19.07083333333333,25.4,11.9,1016.2165871775002,0.4027169615507327,-0.05637038005845283,0.0,2015-05-13,23.0,24.0,45.0,25.0,24.0,28.0,26.0,35.0,32.0,20.0,45.0,26.0
17.412500000000005,22.2,13.7,1008.5894354495834,2.2119534583973204,-1.132036972935545,5.0,2015-05-14,17.0,15.0,25.0,15.0,17.0,26.375,16.0,20.0,19.0,13.0,31.0,16.0
13.141666666666666,16.7,10.1,1014.5445022029166,-0.698904987185641,-0.1281716861453631,0.3,2015-05-15,18.0,15.0,33.0,19.0,16.0,24.75,18.0,20.0,23.0,22.0,33.0,20.0
16.6125,22.4,11.1,1019.4552102345832,1.0717244194099873,-0.1588758983182283,0.0,2015-05-16,21.0,19.0,32.0,23.0,24.0,23.125,19.0,21.0,21.0,18.0,35.0,20.0
16.70416666666667,20.7,11.5,1020.5440097529163,2.984962254786655,-0.958027388194891,0.0,2015-05-17,13.0,12.0,20.0,14.0,17.0,21.5,14.0,19.0,15.0,16.0,45.0,12.0
17.11666666666667,23.3,8.3,1016.8109828329167,-0.5859342613911117,0.9578349010393229,0.0,2015-05-18,16.0,16.0,32.0,17.0,14.0,19.875,18.0,20.0,21.0,14.0,31.0,18.0
21.32916666666667,28.8,11.8,1008.8227496320832,-0.5050804117562445,1.2139567350659772,0.0,2015-05-19,28.0,26.0,45.0,28.0,24.0,18.25,30.0,30.0,37.0,21.0,48.0,30.0
21.6875,28.5,13.8,1008.5375073447823,-0.050054497760053406,1.784596179401625,0.0,2015-05-20,29.0,25.0,50.0,32.0,31.0,16.625,32.0,34.0,33.0,26.0,58.0,35.0
13.1625,14.1,12.1,1015.3999875387499,1.7161437529047188,-1.7940922904595429,10.0,2015-05-21,14.0,11.0,21.0,15.0,14.0,15.0,10.0,14.0,14.0,15.0,35.5,10.0
13.966666666666669,16.5,12.4,1016.8609787291663,-0.21837699525099918,-2.005762094238522,6.0,2015-05-22,14.0,11.0,18.0,12.0,10.0,14.0,8.0,11.0,13.0,8.0,13.0,9.0
15.237500000000002,19.7,12.5,1012.1335889837501,-0.8229502772036276,-0.27967330986707434,5.0,2015-05-23,21.0,10.0,22.0,14.0,10.0,15.0,12.0,15.0,16.0,11.0,37.0,10.0
17.866666666666664,22.4,13.0,1013.2168334024999,1.0296316462428845,-1.5925128640875865,0.0,2015-05-24,19.0,14.0,24.0,17.0,14.0,19.0,15.0,17.0,20.0,13.0,36.0,13.0
15.533333333333337,20.0,12.8,1009.1338352087499,0.5177515845079113,-1.5571172439180716,3.0,2015-05-25,16.0,13.0,24.0,18.0,12.5,21.0,13.0,19.0,18.0,13.0,20.0,12.0
16.02916666666667,21.5,12.7,1006.7173668899999,-0.1809787927659731,-0.9311383218297621,2.0,2015-05-26,12.0,9.0,17.0,10.0,11.0,13.0,9.0,11.0,17.0,10.0,27.0,10.0
13.770833333333334,16.4,11.2,1012.7835356349997,3.532773661674128,-4.0288700868081415,2.0,2015-05-27,13.0,9.0,19.0,11.0,14.0,15.0,11.0,12.0,13.0,17.0,25.0,12.0
12.629166666666665,16.7,8.7,1017.5220355795832,1.097008825614569,-1.0195829324600518,0.0,2015-05-28,12.0,11.0,22.0,15.0,15.0,17.0,15.0,15.0,16.0,16.0,25.0,13.0
15.08333333333333,22.5,5.6,1015.5221997295836,0.4103436399520335,0.9100607868408241,0.0,2015-05-29,17.0,19.0,29.0,27.0,19.0,27.0,20.0,20.0,22.0,11.0,31.0,30.0
18.558333333333334,24.4,10.5,1014.2223064270833,-0.3823886610913397,1.3720740642250047,0.0,2015-05-30,20.0,20.0,38.0,21.0,20.0,31.0,21.0,24.0,30.0,15.0,37.0,24.0
17.849999999999998,23.2,14.5,1018.1886475295837,0.2315250693856211,-0.8786318303635691,3.0,2015-05-31,12.0,11.0,23.0,13.0,16.0,23.0,12.0,16.0,18.0,10.0,25.0,15.0
20.154166666666665,26.2,12.6,1018.3330801187502,-0.2545467564095009,0.705012434717473,0.0,2015-06-01,24.0,22.0,39.0,25.0,22.0,24.333333333333332,23.0,26.0,30.0,16.0,33.0,24.0
22.837500000000006,28.8,15.9,1018.5608392016665,-0.05753948388830445,0.0015750776171536047,0.0,2015-06-02,32.0,31.0,46.0,38.0,33.0,25.666666666666668,33.0,41.0,45.0,28.0,47.0,34.0
24.224999999999994,30.4,16.7,1020.1329323837499,0.8378695697782149,0.18988380016021367,0.0,2015-06-03,35.0,36.0,55.0,43.0,32.0,27.0,37.0,45.0,42.0,32.0,52.0,36.0
24.47916666666666,30.5,18.1,1020.8606504291665,-0.12555974714114795,-1.0783389395123406,0.0,2015-06-04,35.0,34.0,50.0,46.0,40.0,28.333333333333332,35.0,43.0,46.0,31.0,60.0,39.0
21.49166666666667,26.9,16.5,1023.3882207395835,-0.813420832272716,-1.6375871416585104,0.0,2015-06-05,19.0,22.0,35.0,19.0,21.0,29.666666666666664,19.0,21.0,22.0,18.0,37.0,21.0
22.770833333333332,29.3,15.1,1022.8882617770834,-0.5844255504862618,-0.4942262004618958,0.0,2015-06-06,18.0,25.0,39.0,20.0,23.0,31.0,18.0,24.0,26.0,17.0,34.0,21.0
24.245833333333334,29.7,17.1,1023.4104411379167,0.21732456203415285,0.6281705008104002,0.0,2015-06-07,24.0,28.0,39.0,26.0,26.0,32.33333333333333,26.0,33.0,31.0,21.0,33.0,26.0
25.19583333333333,31.2,18.3,1017.9775537454162,-0.19238819031812124,-0.4887137231239449,0.0,2015-06-08,32.0,32.0,49.0,33.0,33.0,33.666666666666664,32.0,33.0,39.0,28.0,46.0,34.0
22.1875,29.5,17.5,1015.887628671739,0.42963507902436526,-1.858682920915256,22.0,2015-06-09,23.0,26.5,42.0,27.0,27.0,35.0,26.0,33.0,32.0,25.0,44.0,24.0
22.625000000000004,28.3,17.3,1018.3886311145835,0.9127052677025319,-2.161798769070152,5.0,2015-06-10,19.0,21.0,27.0,21.0,19.0,36.33333333333333,18.0,22.0,21.0,17.0,36.0,20.0
23.7375,28.8,19.1,1017.7053538658332,-0.5130601765112616,-0.5673472210470767,0.0,2015-06-11,29.0,30.0,56.0,34.0,30.0,37.666666666666664,31.0,29.5,45.0,28.0,52.0,31.0
24.670833333333334,30.3,18.2,1015.5888609245836,-0.6828985293232915,0.8515965512951144,0.0,2015-06-12,36.0,31.0,45.0,35.0,31.0,39.0,33.0,37.0,45.0,32.0,59.0,34.0
24.925000000000008,30.0,18.3,1011.8002830087498,0.3799536374129069,2.3283306097611436,0.0,2015-06-13,38.0,33.0,55.0,37.0,35.0,49.0,35.0,35.0,46.0,28.0,66.0,36.0
25.341666666666665,30.9,18.2,1009.7837818600002,0.9637931361006574,1.3614296858951456,0.0,2015-06-14,27.0,25.0,37.0,25.0,25.0,31.0,26.0,27.0,29.0,21.0,38.0,23.0
22.02083333333333,26.4,18.2,1009.5393574783333,1.617290197721647,1.5028720758694056,1.0,2015-06-15,37.0,21.0,47.0,27.0,28.0,32.0,27.0,36.0,35.0,23.0,47.0,25.0
20.116666666666667,23.6,17.2,1014.0500983400001,0.8271959274768933,-0.35828914340935375,0.0,2015-06-16,20.0,13.0,21.0,17.0,17.0,18.0,16.0,15.0,20.0,16.0,32.0,16.0
16.10833333333333,18.0,13.2,1017.1776194054165,-0.287078033770017,-1.7777555601518513,0.0,2015-06-17,18.0,15.0,26.0,15.0,18.0,19.0,16.0,17.0,23.0,18.0,32.0,18.0
18.650000000000002,22.8,13.5,1013.8890004520832,1.581639214433249,-1.7463540936669233,0.0,2015-06-18,16.0,16.0,23.0,16.0,17.0,20.0,15.0,16.0,20.0,15.0,44.0,15.0
18.029166666666672,22.0,12.7,1011.1225608595836,2.745777867479885,-1.2641394053672894,0.0,2015-06-19,17.0,13.0,22.0,14.0,17.0,15.0,13.0,13.0,17.0,12.0,43.0,16.0
17.433333333333334,21.7,14.0,1013.4390373858331,2.6189668651038374,-1.6611040982909735,0.0,2015-06-20,16.0,8.0,17.0,9.0,10.0,11.0,9.0,12.0,13.0,10.0,46.0,10.0
16.770833333333332,21.2,11.8,1015.4610936341664,2.3118599377790576,-2.199110750248599,0.0,2015-06-21,10.0,6.0,13.0,6.0,9.0,10.0,7.0,9.0,11.0,7.0,39.0,9.0
18.0375,23.5,10.0,1015.46664873375,1.0079486210954465,1.8292045665360313,0.0,2015-06-22,12.0,10.0,23.0,12.0,12.0,12.0,10.0,10.0,13.0,9.0,27.0,15.0
15.295833333333334,17.9,12.7,1012.7835356349997,0.9337548217173257,0.6372182706120495,0.8,2015-06-23,14.0,11.0,28.0,10.0,12.0,14.0,11.0,13.0,16.0,9.0,27.0,13.0
15.074999999999998,17.9,11.6,1019.1107940604165,1.127194259917331,-0.6766334419074101,0.0,2015-06-24,13.0,9.0,17.0,13.0,13.0,12.0,9.0,11.0,13.0,9.0,28.0,11.0
15.913043478260867,21.7,10.7,1021.2900837795651,-0.23472954561849027,-0.06344654002145794,0.6,2015-06-25,16.0,13.0,26.0,14.0,15.0,15.0,16.0,15.0,19.0,11.0,29.0,16.0
19.67916666666667,24.8,15.0,1018.3053046208333,0.47980077929797,-1.7859822606121993,0.0,2015-06-26,17.0,16.0,25.0,18.0,17.0,21.0,17.0,18.0,23.0,14.0,36.0,17.0
20.262500000000003,24.7,13.0,1015.4888691320834,1.7554272609098316,-0.5912780878985766,0.0,2015-06-27,20.0,19.0,33.0,22.0,22.0,24.0,20.0,22.0,25.0,16.0,36.0,23.0
19.937500000000004,23.8,17.5,1015.7555139120833,0.8151400704952007,-1.2725740496123878,0.0,2015-06-28,21.0,16.0,36.0,20.0,18.0,21.0,17.0,24.0,26.0,13.0,34.5,16.0
21.224999999999998,25.7,16.6,1019.2218960520833,1.9161311316318148,-1.1439305139492366,0.0,2015-06-29,14.0,12.0,24.0,16.0,18.0,17.0,16.0,18.0,18.0,13.0,33.0,19.0
21.1875,27.3,14.2,1019.8829529025,-0.033834929047183694,-0.9855928318611,0.0,2015-06-30,18.0,18.0,27.0,16.0,14.0,18.0,14.0,21.0,23.0,10.0,30.0,15.0
23.483333333333338,29.3,15.8,1020.9106463254165,-0.09394060892235107,0.19558527390474356,0.0,2015-07-01,29.0,26.0,39.0,24.0,24.0,30.0,24.0,24.0,35.0,19.0,39.0,28.0
24.254166666666663,29.9,17.1,1022.7882699845832,-1.9237303200407891,-0.00329936770480461,0.0,2015-07-02,26.0,28.0,48.0,24.0,28.0,26.0,24.0,23.0,33.0,23.0,41.0,29.0
24.7375,29.7,18.6,1026.04911344,-2.3564398529575015,-1.1328932653295796,0.0,2015-07-03,19.0,17.0,39.0,16.0,17.0,20.0,17.0,24.0,25.0,16.0,32.0,22.0
25.675,32.0,17.7,1022.9104821754163,-0.12626682706468506,-0.8691383028385361,0.0,2015-07-04,20.0,23.0,34.0,19.0,23.0,24.0,19.0,22.0,28.0,14.0,29.0,24.0
27.625000000000004,34.2,18.2,1017.6498028699998,1.87544457238842,-0.5749828178437472,0.0,2015-07-05,27.0,24.0,35.0,21.0,25.0,24.0,26.0,27.0,28.0,17.0,31.0,42.0
27.970833333333335,34.9,18.6,1016.1277055841664,1.2225326553498388,0.6183184188321974,0.0,2015-07-06,28.0,27.0,55.0,25.0,28.0,33.0,32.5,36.0,31.0,19.0,45.0,30.0
29.437499999999996,35.9,21.8,1014.1945309291664,0.04348362812398476,1.1056460607455676,0.0,2015-07-07,47.0,38.0,61.0,37.0,41.0,46.0,39.0,37.0,30.428571428571427,29.0,55.0,39.0
26.520833333333332,36.7,19.4,1008.5838803500001,1.253365947280067,-0.1275252267158182,25.0,2015-07-08,32.5,30.0,48.0,36.0,37.0,35.0,35.0,25.0,29.857142857142858,27.0,54.0,37.0
20.85833333333333,25.0,17.9,1013.9389963483333,3.469971821753455,-1.3581637672639386,3.0,2015-07-09,18.0,10.0,15.0,13.0,18.0,16.0,13.0,12.0,29.285714285714285,14.0,28.0,15.0
18.854166666666668,22.9,14.4,1019.6274183216666,2.964717291067273,-1.8440914324537294,0.0,2015-07-10,17.0,11.0,16.0,12.0,14.0,15.0,11.0,15.0,28.714285714285715,11.0,26.0,11.0
20.01666666666667,26.1,12.5,1017.8442313554164,1.0714729228213076,0.12135646433684881,0.0,2015-07-11,18.0,14.0,22.0,16.0,19.0,20.0,15.0,17.0,28.142857142857142,11.0,25.0,20.0
23.41666666666666,30.3,13.5,1014.5500573025001,1.3145633533263454,0.0702106566399711,0.0,2015-07-12,51.0,20.0,26.0,19.0,20.0,21.0,18.0,19.0,27.571428571428573,14.0,24.0,21.0
22.091666666666665,24.7,19.2,1014.0500983399997,2.2641576583923153,-1.313302069108644,0.1,2015-07-13,39.0,15.0,28.0,17.0,21.0,21.0,18.0,17.0,27.0,16.0,35.0,22.0
22.512500000000003,26.1,19.2,1015.8499506049994,3.0831353128224124,-1.5228223835156403,0.0,2015-07-14,34.0,10.0,19.0,13.0,11.0,20.0,11.0,13.0,17.0,9.0,26.0,15.0
24.29166666666666,29.1,18.6,1017.2609458991669,2.158314271488972,-1.4168922843239005,0.0,2015-07-15,37.0,11.0,20.0,14.0,13.0,15.0,12.0,15.0,18.0,10.0,40.0,13.0
24.962500000000006,31.5,16.8,1019.0163573675001,0.33380904938132505,0.11527054771607252,0.0,2015-07-16,49.0,22.0,36.0,22.0,22.0,25.0,22.0,22.0,36.0,15.0,32.0,29.0
27.350000000000005,34.1,21.0,1016.9554154220831,-0.9679195322280338,0.9519020634192473,0.0,2015-07-17,50.0,35.0,56.0,37.0,35.0,49.0,36.0,45.0,54.0,32.0,50.0,30.5
26.0125,35.6,21.5,1016.5443380529164,-1.5590978043407098,-0.587294945160427,13.0,2015-07-18,48.666666666666664,25.0,49.0,31.0,30.0,36.0,29.0,28.0,42.0,32.0,44.0,32.0
27.27083333333333,33.9,20.5,1012.789090734583,-0.38968218248073055,0.9985624295537615,0.0,2015-07-19,47.333333333333336,28.0,45.0,30.0,25.0,33.0,28.0,29.0,41.0,23.0,34.0,28.0
27.045833333333334,30.9,22.7,1012.1446991829166,1.3430016836330816,-1.9950298182853035,0.0,2015-07-20,46.0,18.0,32.0,22.0,24.0,28.0,20.0,22.0,27.0,18.0,61.0,24.0
26.8875,33.4,18.6,1015.2944406466667,0.5435753922775478,0.5633954348314568,0.0,2015-07-21,44.666666666666664,22.0,39.0,25.0,24.0,28.5625,20.0,40.0,29.75,15.0,34.0,29.0
