20180101, 230.0
20180102, 477.1
20180103, 444.8
20180104, 334.2
20180105, 234.7
20180106, 191.2
20180107, 138.9
20180108, 242.8
20180109, 428.4
20180110, 364.0
20180111, 160.0
20180112, 345.8
20180113, 470.1
20180114, 342.6
20180115, 372.5
20180116, 351.8
20180117, 413.0
20180118, 734.4
20180119, 359.3
20180120, 297.6
20180121, 419.7
20180122, 237.9
20180123, 190.4
20180124, 283.6
20180125, 314.9
20180126, 197.4
20180127, 144.3
20180128, 286.6
20180129, 348.8
20180130, 790.7
20180131, 104.6
20180201, 719.3
20180202, 298.7
20180203, 254.7
20180204, 274.5
20180205, 262.1
20180206, 263.8
20180207, 296.6
20180208, 272.3
20180209, 264.7
20180210, 247.4
20180211, 288.2
20180212, 200.4
20180213, 346.5
20180214, 371.1
20180215, 254.3
20180216, 266.4
20180217, 317.6
20180218, 401.7
20180219, 426.0
20180220, 370.7
20180221, 380.3
20180222, 582.0
20180223, 387.1
20180224, 657.9
20180225, 928.9
20180226, 844.2
20180227, 735.3
20180228, 477.8
20180301, 500.4
20180302, 369.5
20180303, 319.3
20180304, 316.2
20180305, 290.2
20180306, 257.3
20180307, 217.8
20180308, 182.1
20180309, 246.3
20180310, 271.4
20180311, 383.0
20180312, 684.4
20180313, 450.5
20180314, 572.4
20180315, 302.4
20180316, 201.3
20180317, 385.9
20180318, 759.4
20180319, 451.1
20180320, 582.1
20180321, 626.4
20180322, 494.1
20180323, 433.0
20180324, 383.8
20180325, 394.5
20180326, 293.1
20180327, 530.3
20180328, 345.2
20180329, 251.3
20180330, 268.4
20180331, 446.4
20180401, 1064.2
20180402, 1001.8
20180403, 650.2
20180404, 685.8
20180405, 574.7
20180406, 618.5
20180407, 331.6
20180408, 589.8
20180409, 481.2
20180410, 470.2
20180411, 429.7
20180412, 441.4
20180413, 572.6
20180414, 365.9
20180415, 484.1
20180416, 436.9
20180417, 369.7
20180418, 652.8
20180419, 423.0
20180420, 517.8
20180421, 310.0
20180422, 374.0
20180423, 373.0
20180424, 515.4
20180425, 544.5
20180426, 573.9
20180427, 691.2
20180428, 474.9
20180429, 497.2
20180430, 514.8
20180501, 632.0
20180502, 597.5
20180503, 588.9
20180504, 389.0
20180505, 700.3
20180506, 822.6
20180507, 790.6
20180508, 778.4
20180509, 506.0
20180510, 512.7
20180511, 378.0
20180512, 494.5
20180513, 740.5
20180514, 786.3
20180515, 526.3
20180516, 590.3
20180517, 668.1
20180518, 716.1
20180519, 454.5
20180520, 823.0
20180521, 730.4
20180522, 655.8
20180523, 580.9
20180524, 539.7
20180525, 318.9
20180526, 438.3
20180527, 572.8
20180528, 447.0
20180529, 720.2
20180530, 637.3
20180531, 679.9
20180601, 508.8
20180602, 432.6
20180603, 668.3
20180604, 666.8
20180605, 463.4
20180606, 577.4
20180607, 414.4
20180608, 568.5
20180609, 345.2
20180610, 426.2
20180611, 574.6
20180612, 597.1
20180613, 419.9
20180614, 543.9
20180615, 572.0
20180616, 556.2
20180617, 736.1
20180618, 466.6
20180619, 707.0
20180620, 556.4
20180621, 704.9
20180622, 709.6
20180623, 1013.0
20180624, 828.8
20180625, 707.7
20180626, 773.9
20180627, 715.1
20180628, 529.4
20180629, 482.4
20180630, 912.5
20180701, 1108.3
20180702, 696.0
20180703, 784.3
20180704, 649.4
20180705, 637.0
20180706, 343.3
20180707, 376.4
20180708, 427.6
20180709, 624.9
20180710, 690.5
20180711, 318.4
20180712, 650.4
20180713, 869.5
20180714, 872.1
20180715, 816.0
20180716, 865.2
20180717, 1117.6
20180718, 995.6
20180719, 720.5
20180720, 604.7
20180721, 557.7
20180722, 600.4
20180723, 353.0
20180724, 618.9
20180725, 819.3
20180726, 674.5
20180727, 469.3
20180728, 342.1
20180729, 746.9
20180730, 635.5
20180731, 763.1
20180801, 653.8
20180802, 393.5
20180803, 627.6
20180804, 809.1
20180805, 474.2
20180806, 676.2
20180807, 663.7
20180808, 645.6
20180809, 730.3
20180810, 779.2
20180811, 436.9
20180812, 690.9
20180813, 686.0
20180814, 631.9
20180815, 589.9
20180816, 690.7
20180817, 574.1
20180818, 586.4
20180819, 688.9
20180820, 606.2
20180821, 514.5
20180822, 665.2
20180823, 499.9
20180824, 575.7
20180825, 521.0
20180826, 420.3
20180827, 556.6
20180828, 546.7
20180829, 603.9
20180830, 565.5
20180831, 518.3
20180901, 559.8
20180902, 502.2
20180903, 290.8
20180904, 279.2
20180905, 390.5
20180906, 328.3
20180907, 501.2
20180908, 453.7
20180909, 469.6
20180910, 440.0
20180911, 243.2
20180912, 291.2
20180913, 349.5
20180914, 460.2
20180915, 662.5
20180916, 455.7
20180917, 373.2
20180918, 477.9
20180919, 293.7
20180920, 299.2
20180921, 481.1
20180922, 509.4
20180923, 442.8
20180924, 1200.9
20180925, 968.1
20180926, 526.3
20180927, 259.0
20180928, 258.6
20180929, 573.4
20180930, 489.1
20181001, 302.2
20181002, 601.6
20181003, 884.0
20181004, 527.8
20181005, 288.4
20181006, 252.9
20181007, 208.0
20181008, 245.6
20181009, 238.8
20181010, 287.5
20181011, 245.6
20181012, 255.8
20181013, 209.7
20181014, 255.3
20181015, 241.5
20181016, 307.3
20181017, 207.4
20181018, 107.5
20181019, 124.4
20181020, 474.8
20181021, 516.4
20181022, 336.7
20181023, 933.7
20181024, 1528.3
20181025, 589.6
20181026, 539.6
20181027, 325.3
20181028, 517.6
20181029, 645.1
20181030, 731.8
20181031, 344.8
