20110101, 187.4
20110102, 260.9
20110103, 78.7
20110104, 234.1
20110105, 436.6
20110106, 294.1
20110107, 142.5
20110108, 117.0
20110109, 80.9
20110110, 58.4
20110111, 173.9
20110112, 180.9
20110113, 188.4
20110114, 246.5
20110115, 531.5
20110116, 112.7
20110117, 91.0
20110118, 143.0
20110119, 40.3
20110120, 236.0
20110121, 324.8
20110122, 324.9
20110123, 385.1
20110124, 249.7
20110125, 334.7
20110126, 222.8
20110127, 138.0
20110128, 167.4
20110129, 78.5
20110130, 113.6
20110131, 105.4
20110201, 279.5
20110202, 343.4
20110203, 127.7
20110204, 232.6
20110205, 379.9
20110206, 502.7
20110207, 156.2
20110208, 175.0
20110209, 233.4
20110210, 163.3
20110211, 224.3
20110212, 751.4
20110213, 226.4
20110214, 382.1
20110215, 421.9
20110216, 452.8
20110217, 388.0
20110218, 214.9
20110219, 219.3
20110220, 227.1
20110221, 479.8
20110222, 465.5
20110223, 456.0
20110224, 339.1
20110225, 430.2
20110226, 207.1
20110227, 239.2
20110228, 176.8
20110301, 366.4
20110302, 592.0
20110303, 219.0
20110304, 316.9
20110305, 330.7
20110306, 839.9
20110307, 850.0
20110308, 403.7
20110309, 304.1
20110310, 174.4
20110311, 486.2
20110312, 297.6
20110313, 425.7
20110314, 343.8
20110315, 298.6
20110316, 340.6
20110317, 584.0
20110318, 500.8
20110319, 537.4
20110320, 535.2
20110321, 497.2
20110322, 289.1
20110323, 449.0
20110324, 418.3
20110325, 334.4
20110326, 661.6
20110327, 408.5
20110328, 389.9
20110329, 377.1
20110330, 444.6
20110331, 443.2
20110401, 306.1
20110402, 427.3
20110403, 388.4
20110404, 520.7
20110405, 743.5
20110406, 541.3
20110407, 796.2
20110408, 1533.4
20110409, 1828.8
20110410, 1264.2
20110411, 651.2
20110412, 811.8
20110413, 1281.2
20110414, 781.3
20110415, 672.8
20110416, 781.6
20110417, 700.6
20110418, 711.5
20110419, 779.3
20110420, 510.6
20110421, 632.3
20110422, 753.9
20110423, 633.9
20110424, 400.4
20110425, 389.9
20110426, 574.7
20110427, 650.0
20110428, 690.6
20110429, 821.4
20110430, 698.3
20110501, 262.1
20110502, 692.2
20110503, 685.9
20110504, 819.8
20110505, 951.5
20110506, 634.4
20110507, 835.2
20110508, 704.6
20110509, 836.4
20110510, 814.0
20110511, 923.8
20110512, 846.6
20110513, 892.7
20110514, 578.0
20110515, 431.5
20110516, 810.1
20110517, 662.1
20110518, 538.0
20110519, 653.0
20110520, 716.2
20110521, 699.6
20110522, 624.8
20110523, 359.4
20110524, 582.4
20110525, 695.3
20110526, 601.4
20110527, 737.7
20110528, 525.6
20110529, 903.9
20110530, 594.8
20110531, 680.9
20110601, 544.8
20110602, 570.5
20110603, 793.5
20110604, 694.0
20110605, 607.5
20110606, 422.9
20110607, 621.6
20110608, 515.3
20110609, 586.0
20110610, 746.1
20110611, 429.2
20110612, 698.2
20110613, 625.0
20110614, 471.7
