20150101, 240.4
20150102, 236.4
20150103, 593.7
20150104, 903.8
20150105, 806.3
20150106, 524.8
20150107, 422.6
20150108, 341.6
20150109, 529.0
20150110, 556.8
20150111, 962.7
20150112, 736.0
20150113, 139.0
20150114, 111.5
20150115, 304.5
20150116, 316.1
20150117, 186.4
20150118, 106.2
20150119, 141.4
20150120, 228.2
20150121, 129.5
20150122, 155.8
20150123, 474.7
20150124, 385.9
20150125, 312.3
20150126, 237.3
20150127, 182.0
20150128, 191.7
20150129, 402.7
20150130, 508.6
20150131, 432.1
20150201, 172.1
20150202, 290.2
20150203, 252.7
20150204, 270.8
20150205, 474.3
20150206, 700.0
20150207, 472.9
20150208, 1059.1
20150209, 638.1
20150210, 415.9
20150211, 147.8
20150212, 205.1
20150213, 169.2
20150214, 173.6
20150215, 178.7
20150216, 261.8
20150217, 332.6
20150218, 241.1
20150219, 271.1
20150220, 141.8
20150221, 459.4
20150222, 251.7
20150223, 263.3
20150224, 192.4
20150225, 415.6
20150226, 211.6
20150227, 260.5
20150228, 233.3
20150301, 322.5
20150302, 562.3
20150303, 853.7
20150304, 307.3
20150305, 505.2
20150306, 616.7
20150307, 341.6
20150308, 206.5
20150309, 184.7
20150310, 157.0
20150311, 365.2
20150312, 525.7
20150313, 312.8
20150314, 197.4
20150315, 433.8
20150316, 464.3
20150317, 378.2
20150318, 524.2
20150319, 546.8
20150320, 368.9
20150321, 316.7
20150322, 434.2
20150323, 349.5
20150324, 360.4
20150325, 519.8
20150326, 359.8
20150327, 447.4
20150328, 903.4
20150329, 528.8
20150330, 567.2
20150331, 878.8
20150401, 1369.9
20150402, 1309.0
20150403, 997.2
20150404, 640.1
20150405, 771.7
20150406, 763.9
20150407, 1098.3
20150408, 664.1
20150409, 485.5
20150410, 351.8
20150411, 380.7
20150412, 594.6
20150413, 865.8
20150414, 872.1
20150415, 674.9
20150416, 584.5
20150417, 486.9
20150418, 1012.7
20150419, 875.0
20150420, 1068.9
20150421, 776.1
20150422, 768.6
20150423, 466.3
20150424, 648.0
20150425, 729.4
20150426, 624.8
20150427, 794.7
20150428, 423.1
20150429, 820.5
20150430, 651.3
20150501, 792.2
20150502, 494.6
20150503, 292.1
20150504, 355.5
20150505, 618.7
20150506, 592.8
20150507, 875.1
20150508, 634.0
20150509, 639.5
20150510, 1027.4
20150511, 938.0
20150512, 612.4
20150513, 499.5
20150514, 598.7
20150515, 322.4
20150516, 505.9
20150517, 687.0
20150518, 575.9
20150519, 607.7
20150520, 744.6
20150521, 333.2
20150522, 555.1
20150523, 330.4
20150524, 540.0
20150525, 316.7
20150526, 489.6
20150527, 1096.6
20150528, 789.2
20150529, 529.3
20150530, 565.7
20150531, 421.8
20150601, 518.6
20150602, 547.3
20150603, 621.4
20150604, 611.4
20150605, 659.7
20150606, 562.9
20150607, 687.5
20150608, 804.2
20150609, 493.0
20150610, 502.8
20150611, 625.5
20150612, 719.8
20150613, 815.3
20150614, 665.4
20150615, 722.6
20150616, 714.2
20150617, 575.5
20150618, 901.1
20150619, 688.2
20150620, 1010.3
20150621, 880.4
20150622, 819.7
20150623, 442.3
20150624, 549.1
20150625, 782.4
20150626, 779.5
20150627, 674.7
20150628, 528.6
20150629, 674.2
20150630, 817.1
20150701, 708.6
20150702, 788.4
20150703, 969.4
20150704, 966.3
20150705, 998.8
20150706, 790.6
20150707, 928.4
20150708, 994.0
20150709, 1154.5
20150710, 1121.5
20150711, 745.2
20150712, 815.7
20150713, 930.2
20150714, 931.4
20150715, 1039.1
20150716, 699.5
20150717, 676.3
20150718, 452.1
20150719, 667.0
